02-766,52.1542421398664,21.0401274375411
04-325,52.2453693240119,21.102513687735
03-044,52.3504493027636,21.0331887530704
04-736,52.2065213937889,21.1829184635618
02-512,52.2062961996944,21.0219947396639
03-291,52.2935204421607,21.0533967669907
00-871,52.235410586041,20.9897044747604
00-910,52.2636064979878,21.1770037394318
01-919,52.294001310362,20.8937906865074
00-510,52.2293543077292,21.0130847683185
01-237,52.2245353315317,20.9527095861664
01-304,52.2171420290084,20.8841326191434
01-423,52.2476944839393,20.9571030162925
03-042,52.3177624243703,21.0013078162444
01-164,52.2449486134208,20.9624844212207
00-138,52.2394138564465,20.9983954510569
00-508,52.2303862746864,21.0158193070458
01-179,52.238754704378,20.9688726836522
00-666,52.2212580002104,21.0107806883869
01-109,52.2392398335727,20.9401222323968
04-161,52.2385782619862,21.1020095976216
